round,oracleId,ok,status,latencyMs,source,error
1,1,true,200,92,db,""
1,2,true,200,302,db,""
1,3,true,200,243,db,""
1,4,true,200,347,db,""
1,5,true,200,419,db,""
1,6,true,200,312,db,""
1,7,true,200,327,db,""
1,8,true,200,386,db,""
1,9,true,200,356,db,""
1,10,true,200,455,db,""
