round,oracleId,ok,status,latencyMs,source,error
1,1,true,200,418,db,""
1,2,true,200,165,db,""
1,3,true,200,704,db,""
1,4,true,200,222,db,""
1,5,true,200,299,db,""
1,6,true,200,254,db,""
1,7,true,200,484,db,""
1,8,true,200,425,db,""
1,9,true,200,522,db,""
1,10,true,200,462,db,""
